Reference;Species;Sp.State;Specimen;Order;Suborder;Superfamily;Family;Subfamily;Genus;Genus.Author;Species.Author;Stage;Substage;Biozone;Interval;dm1;dm2;uw;ww;wh;ah;CWI;UWI;WER;WWI;IZR
Ebbighausen et al 2011;Sellanarcestes applanatus;;C.194.whorl6;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Frech 1897;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;43,4;35,5;18,1;20,5;15;7,9;0,47;0,42;1,49;1,37;0,47
Ebbighausen et al 2011;Sellanarcestes applanatus;;C.194.whorl7;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Frech 1897;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;35;28,5;14,5;17,2;10,5;6,5;0,49;0,41;1,51;1,64;0,38
Ebbighausen et al 2011;Sellanarcestes applanatus;;C.194.whorl8;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Frech 1897;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;29,2;23,5;11,5;15;10,2;5,7;0,51;0,39;1,54;1,47;0,44
Ebbighausen et al 2011;Sellanarcestes applanatus;;C.194.whorl9;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Frech 1897;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;23,3;18,8;9,6;12;7,3;4,5;0,52;0,41;1,54;1,64;0,38
Ebbighausen et al 2011;Sellanarcestes draensis;;MB.C.15717.1.whorl1 ;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Ebbighausen et al. 2011;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;56,8;47;25,3;18,9;17,4;9,8;0,33;0,45;1,46;1,09;0,44
Ebbighausen et al 2011;Sellanarcestes draensis;;MB.C.15717.1.whorl2;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Ebbighausen et al. 2011;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;47;40,6;19,6;19,4;14,1;6,4;0,41;0,42;1,34;1,38;0,55
Ebbighausen et al 2011;Sellanarcestes draensis;;MB.C.15717.1.whorl3;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Ebbighausen et al. 2011;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;40,5;34,5;15,1;18,6;13,3;6;0,46;0,37;1,38;1,4;0,55
Ebbighausen et al 2011;Sellanarcestes draensis;;MB.C.15717.1.whorl4;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Ebbighausen et al. 2011;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;34,5;28,9;11,9;16,6;12,2;5,6;0,48;0,34;1,43;1,37;0,54
Ebbighausen et al 2011;Sellanarcestes draensis;;MB.C.15717.1.whorl5;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Ebbighausen et al. 2011;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;28,9;24,4;9,4;14,9;10,5;4,5;0,52;0,33;1,4;1,43;0,57
Ebbighausen et al 2011;Sellanarcestes draensis;;MB.C.15717.1.whorl6;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Ebbighausen et al. 2011;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;24,4;20,1;7,2;12,1;9,1;4,3;0,5;0,3;1,47;1,33;0,53
Ebbighausen et al 2011;Sellanarcestes draensis;;MB.C.15717.1.whorl7;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Ebbighausen et al. 2011;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;20,1;16,1;5,6;10,5;8,1;4;0,52;0,28;1,56;1,3;0,5
Ebbighausen et al 2011;Sellanarcestes draensis;;MB.C.15717.1.whorl8;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Ebbighausen et al. 2011;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;16,1;12,5;4,4;8,3;6,5;3,6;0,52;0,27;1,66;1,28;0,44
Ebbighausen et al 2011;Sellanarcestes draensis;;MB.C.15717.1.whorl9;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Ebbighausen et al. 2011;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;12,5;9,6;3,4;6,9;5,2;2,9;0,55;0,27;1,7;1,33;0,44
Ebbighausen et al 2011;Sellanarcestes draensis;;MB.C.15717.1.whorl10;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Ebbighausen et al. 2011;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;9,6;7,2;2,6;5,3;3,9;2,4;0,55;0,27;1,78;1,35;0,39
Klug 2002;Sellanarcestes ebbighauseni;;GPIT 1871-246.whorl1;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Klug 2002;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;49,1;39,8;22,6;21;14;9,3;0,43;0,46;1,52;1,5;0,34
Klug 2002;Sellanarcestes ebbighauseni;;GPIT 1871-246.whorl2;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Klug 2002;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;39,8;31,2;16,7;16,8;12,6;8,6;0,42;0,42;1,63;1,33;0,32
Klug 2002;Sellanarcestes ebbighauseni;;GPIT 1871-246.whorl3;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Klug 2002;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;31,2;24,5;12,9;15,4;10,3;6,7;0,49;0,41;1,62;1,5;0,35
Klug 2002;Sellanarcestes ebbighauseni;;GPIT 1871-246.whorl4;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Klug 2002;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;24,5;19,3;9,8;13,1;7,9;5,2;0,53;0,4;1,61;1,66;0,34
Klug 2002;Sellanarcestes ebbighauseni;;GPIT 1871-246.whorl5;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Klug 2002;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;19,3;15,3;7,7;10,9;6,4;4;0,56;0,4;1,59;1,7;0,38
Klug 2002;Sellanarcestes ebbighauseni;;GPIT 1871-246.whorl6;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Klug 2002;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;15,3;12;6;8,9;5;3,3;0,58;0,39;1,63;1,78;0,34
Klug 2002;Sellanarcestes ebbighauseni;;GPIT 1871-246.whorl7;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Klug 2002;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;12;9,6;5;7,6;3,8;2,4;0,63;0,42;1,56;2;0,37
Klug 2002;Sellanarcestes ebbighauseni;;GPIT 1871-246.whorl8;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Klug 2002;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;9,6;7,6;3,9;5,9;3,2;2;0,61;0,41;1,6;1,84;0,38
Chlupac and Turek 1983;Sellanarcestes cognatus;;L17800.whorl1;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Chlupac and Turek 1983;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;66,7;54,3;29,1;27,1;22,1;12,4;0,41;0,44;1,51;1,23;0,44
Chlupac and Turek 1983;Sellanarcestes cognatus;;L17800.whorl2;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Chlupac and Turek 1983;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;54,3;45,3;24;24,7;16,3;9;0,45;0,44;1,44;1,52;0,45
Chlupac and Turek 1983;Sellanarcestes cognatus;;L17800.whorl3;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Chlupac and Turek 1983;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;45,3;38,5;20,9;25,1;13,3;6,8;0,55;0,46;1,38;1,89;0,49
Chlupac and Turek 1983;Sellanarcestes cognatus;;L17800.whorl4;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Chlupac and Turek 1983;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;38,5;32,5;16,5;22,6;11,8;6;0,59;0,43;1,4;1,92;0,49
Chlupac and Turek 1983;Sellanarcestes cognatus;;L17800.whorl5;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Chlupac and Turek 1983;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;32,5;27;14;19,9;10,3;5,5;0,61;0,43;1,45;1,93;0,47
Chlupac and Turek 1983;Sellanarcestes cognatus;;L17800.whorl6;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Chlupac and Turek 1983;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;27;23,1;12,2;17,7;8,2;3,9;0,66;0,45;1,37;2,16;0,52
Chlupac and Turek 1983;Sellanarcestes cognatus;;L17800.whorl7;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Chlupac and Turek 1983;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;23,1;19,6;9,9;14,7;6,7;3,5;0,64;0,43;1,39;2,19;0,48
Klug 2002;Sellanarcestes tenuior;;GPIT 1862.23;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Walliser 1965;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;67,9;54;29,7;26,8;20,7;13,9;0,39;0,44;1,58;1,29;0,33
Klug 2002;Sellanarcestes tenuior;;GPIT 1862.14.whorl1;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Walliser 1965;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;59,8;48,6;27,6;25,4;17,2;11,2;0,42;0,46;1,51;1,48;0,35
Klug 2002;Sellanarcestes tenuior;;GPIT 1862.14.whorl2;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Walliser 1965;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;48,6;39,4;21,7;23,2;14,7;9,2;0,48;0,45;1,52;1,58;0,37
Klug 2002;Sellanarcestes tenuior;;GPIT 1862.14.whorl3;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Walliser 1965;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;39,4;31,9;17,4;20,4;11,8;7,5;0,52;0,44;1,53;1,73;0,36
Klug 2002;Sellanarcestes tenuior;;GPIT 1862.14.whorl4;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Walliser 1965;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;31,9;26;14;17,8;9,8;5,9;0,56;0,44;1,51;1,82;0,4
Klug 2002;Sellanarcestes tenuior;;GPIT 1862.14.whorl5;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Walliser 1965;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;26;21;11,1;15,6;8,1;5;0,6;0,43;1,53;1,93;0,38
Klug 2002;Sellanarcestes tenuior;;GPIT 1862.14.whorl6;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Walliser 1965;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;21;17,2;8,8;13,4;6,9;3,8;0,64;0,42;1,49;1,94;0,45
Klug 2002;Sellanarcestes tenuior;;GPIT 1862.14.whorl7;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Walliser 1965;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;17,2;13,9;7,1;10,8;5,5;3,3;0,63;0,41;1,53;1,96;0,4
Klug 2002;Sellanarcestes tenuior;;GPIT 1862.14.whorl8;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Walliser 1965;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;13,9;10,9;5,7;8,9;4,7;3;0,64;0,41;1,63;1,89;0,36
Klug 2002;Sellanarcestes tenuior;;GPIT 1862.14.whorl9;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Walliser 1965;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;10,9;8,5;4,8;7,5;3,6;2,4;0,69;0,44;1,64;2,08;0,33
Klug 2002;Sellanarcestes eos;;GPIT 1871-176.whorl1;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Klug 2002;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;31,7;24,8;11,9;13,9;12,1;6,9;0,44;0,38;1,63;1,15;0,43
Klug 2002;Sellanarcestes eos;;GPIT 1871-176.whorl2;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Klug 2002;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;24,7;19,5;9;11,1;7,8;5,2;0,45;0,36;1,6;1,42;0,33
Klug 2002;Sellanarcestes eos;;GPIT 1871-176.whorl3;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Klug 2002;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;19,5;14,8;7,2;9;6,7;4,7;0,46;0,37;1,74;1,34;0,3
Klug 2002;Sellanarcestes eos;;GPIT 1871-176.whorl4;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Klug 2002;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;14,8;11,5;6,2;7,4;5,2;3,3;0,5;0,42;1,66;1,42;0,37
Klug 2002;Sellanarcestes eos;;GPIT 1871-176.whorl5;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Klug 2002;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;11,5;9,3;4,4;5,8;4,3;2,2;0,5;0,38;1,53;1,34;0,49
Klug 2002;Sellanarcestes eos;;GPIT 1871-176.whorl6;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Klug 2002;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;9,3;6,6;2,9;5,2;3,6;2,7;0,56;0,31;1,99;1,43;0,26
Klug 2002;Sellanarcestes eos;;GPIT 1871-176.whorl7;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Klug 2002;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;6,7;4,8;2;3,8;2,6;1,9;0,57;0,3;1,95;1,44;0,28
Klug 2002;Sellanarcestes eos;;GPIT 1871-176.whorl8;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Klug 2002;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;4,9;3,4;1,5;2,8;2,1;1,5;0,57;0,31;2,08;1,35;0,28
Klug 2002;Sellanarcestes eos;;GPIT 1871-176.whorl9;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Klug 2002;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;3,4;2,4;1,2;2;1,4;1;0,59;0,35;2,01;1,46;0,27
Klug 2002;Sellanarcestes crassior;cf;GPIT 1871-303;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Walliser 1965;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;47;39,2;18,4;23,1;15;7,8;0,49;0,39;1,44;1,54;0,48
Korn and Klug 2002;Paranarcestes pictus;;Fig.119D.whorl1;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Paranarcestes;Chlupac and Turek 1983;Chlupac and Turek 1983;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;23,2;18,6;9,4;10,5;8,2;4,7;0,45;0,41;1,56;1,28;0,43
Korn and Klug 2002;Paranarcestes pictus;;Fig.119D.whorl2;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Paranarcestes;Chlupac and Turek 1983;Chlupac and Turek 1983;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;18,6;15,2;8,3;9,5;5,7;3,4;0,51;0,44;1,49;1,67;0,41
Korn and Klug 2002;Paranarcestes pictus;;Fig.119D.whorl3;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Paranarcestes;Chlupac and Turek 1983;Chlupac and Turek 1983;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;15,2;12,4;6,9;8,4;4,8;2,8;0,55;0,45;1,5;1,76;0,41
Korn and Klug 2002;Paranarcestes pictus;;Fig.119D.whorl4;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Paranarcestes;Chlupac and Turek 1983;Chlupac and Turek 1983;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;12,4;10,3;6;7;3,7;2,2;0,56;0,48;1,46;1,88;0,42
Korn and Klug 2002;Paranarcestes pictus;;Fig.119D.whorl5;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Paranarcestes;Chlupac and Turek 1983;Chlupac and Turek 1983;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;10,3;8,5;5;6,1;2,9;1,8;0,6;0,48;1,47;2,14;0,37
Korn and Klug 2002;Paranarcestes pictus;;Fig.119D.whorl6;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Paranarcestes;Chlupac and Turek 1983;Chlupac and Turek 1983;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;8,5;7,2;3,8;5,4;2,5;1,3;0,64;0,44;1,38;2,2;0,49
Korn and Klug 2002;Paranarcestes pictus;;Fig.119D.whorl7;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Paranarcestes;Chlupac and Turek 1983;Chlupac and Turek 1983;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;7,2;5,7;3,1;4,6;2,3;1,5;0,64;0,43;1,6;2,04;0,33
Korn and Klug 2002;Paranarcestes pictus;;Fig.119D.whorl8;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Paranarcestes;Chlupac and Turek 1983;Chlupac and Turek 1983;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;5,7;4,5;2,5;3,9;1,9;1,2;0,68;0,43;1,6;2,08;0,35
Klug 2002;Latanarcestes noeggerathi;;GPIT 1849-145;Agoniatitida;Agoniatitina;Mimagoniatitaceae;Latanarcestidae;Latanarcestinae;Latanarcestes;Schindewolf 1933;Von Buch 1832;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;19;13,7;7;7,6;7,1;5,3;0,4;0,37;1,92;1,07;0,25
Klug 2002;Latanarcestes noeggerathi;;GPIT 1871-276;Agoniatitida;Agoniatitina;Mimagoniatitaceae;Latanarcestidae;Latanarcestinae;Latanarcestes;Schindewolf 1933;Von Buch 1832;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;14;8,7;4;6,8;6,1;5,3;0,49;0,29;2,59;1,11;0,13
Klug 2001a;Rherisites tuba;;GPIT 1869-7.whorl1;Agoniatitida;Agoniatitina;Mimagoniatitaceae;Mimagoniatitidae;Mimagoniatitinae;Rherisites;Klug 2001a;Klug 2001a;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;52,2;24;11,5;13;27,9;27;0,25;0,22;4,73;0,47;0,03
Klug 2001a;Rherisites tuba;;GPIT 1869-7.whorl2;Agoniatitida;Agoniatitina;Mimagoniatitaceae;Mimagoniatitidae;Mimagoniatitinae;Rherisites;Klug 2001a;Klug 2001a;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;24;11,5;8,7;7,9;12,4;12;0,33;0,36;4,36;0,64;0,03
Klug 2001a;Rherisites tuba;;GPIT 1869-7.whorl3;Agoniatitida;Agoniatitina;Mimagoniatitaceae;Mimagoniatitidae;Mimagoniatitinae;Rherisites;Klug 2001a;Klug 2001a;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;11,5;8,7;6,2;3,6;2,7;2,7;0,31;0,54;1,75;1,33;0
Klug 2001a;Rherisites tuba;;GPIT 1869-7.whorl4;Agoniatitida;Agoniatitina;Mimagoniatitaceae;Mimagoniatitidae;Mimagoniatitinae;Rherisites;Klug 2001a;Klug 2001a;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;8,7;6,2;5,1;2,4;2,5;2,5;0,28;0,59;1,97;0,96;0
Klug 2001a;Rherisites tuba;;GPIT 1869-7.whorl5;Agoniatitida;Agoniatitina;Mimagoniatitaceae;Mimagoniatitidae;Mimagoniatitinae;Rherisites;Klug 2001a;Klug 2001a;Emsian;late Emsian;Sellanarcestes wenkenbachi;Interval 3;6,2;5,1;4,1;2,2;1,2;1,2;0,35;0,66;1,48;1,9;0
Korn and Klug 2002;Achguigites tafilaltensis;;Fig.80A.whorl1;Agoniatitida;Anarcestina;Anarcestaceae;Achguigitidae;Achguigitinae;Achguigites;Klug 2002;Klug 2002;Emsian;late Emsian;Latanarcestes noeggerathi;Interval 3;46,9;32;10;13,1;21,4;14,9;0,28;0,21;2,15;0,61;0,3
Korn and Klug 2002;Achguigites tafilaltensis;;Fig.80A.whorl2;Agoniatitida;Anarcestina;Anarcestaceae;Achguigitidae;Achguigitinae;Achguigites;Klug 2002;Klug 2002;Emsian;late Emsian;Latanarcestes noeggerathi;Interval 3;32;21,1;6,6;11,2;15,4;10,9;0,35;0,21;2,3;0,73;0,29
Korn and Klug 2002;Achguigites tafilaltensis;;Fig.80A.whorl3;Agoniatitida;Anarcestina;Anarcestaceae;Achguigitidae;Achguigitinae;Achguigites;Klug 2002;Klug 2002;Emsian;late Emsian;Latanarcestes noeggerathi;Interval 3;21,1;13,9;4,6;8,2;9,9;7,2;0,39;0,22;2,3;0,83;0,27
Korn and Klug 2002;Achguigites tafilaltensis;;Fig.80A.whorl4;Agoniatitida;Anarcestina;Anarcestaceae;Achguigitidae;Achguigitinae;Achguigites;Klug 2002;Klug 2002;Emsian;late Emsian;Latanarcestes noeggerathi;Interval 3;13,9;9,3;3,3;6,5;6,5;4,6;0,47;0,24;2,23;1;0,29
Korn and Klug 2002;Achguigites tafilaltensis;;Fig.80A.whorl5;Agoniatitida;Anarcestina;Anarcestaceae;Achguigitidae;Achguigitinae;Achguigites;Klug 2002;Klug 2002;Emsian;late Emsian;Latanarcestes noeggerathi;Interval 3;9,3;6,3;2,6;4,8;4;3;0,52;0,28;2,18;1,19;0,26
Korn and Klug 2002;Achguigites tafilaltensis;;Fig.80A.whorl6;Agoniatitida;Anarcestina;Anarcestaceae;Achguigitidae;Achguigitinae;Achguigites;Klug 2002;Klug 2002;Emsian;late Emsian;Latanarcestes noeggerathi;Interval 3;6,3;4,4;2;3,4;2,7;1,9;0,54;0,32;2,05;1,27;0,29
Korn and Klug 2002;Achguigites tafilaltensis;;Fig.80A.whorl7;Agoniatitida;Anarcestina;Anarcestaceae;Achguigitidae;Achguigitinae;Achguigites;Klug 2002;Klug 2002;Emsian;late Emsian;Latanarcestes noeggerathi;Interval 3;4,4;3,2;1,5;2,4;1,6;1,2;0,55;0,34;1,89;1,48;0,26
Klug 2002;Sellanarcestes eos;;GPIT 1871-176.whorl1;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Klug 2002;Emsian;late Emsian;Latanarcestes noeggerathi;Interval 3;31,7;24,8;11,9;13,9;12,1;6,9;0,44;0,38;1,63;1,15;0,43
Klug 2002;Sellanarcestes eos;;GPIT 1871-176.whorl2;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Klug 2002;Emsian;late Emsian;Latanarcestes noeggerathi;Interval 3;24,7;19,5;9;11,1;7,8;5,2;0,45;0,36;1,6;1,42;0,33
Klug 2002;Sellanarcestes eos;;GPIT 1871-176.whorl3;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Klug 2002;Emsian;late Emsian;Latanarcestes noeggerathi;Interval 3;19,5;14,8;7,2;9;6,7;4,7;0,46;0,37;1,74;1,34;0,3
Klug 2002;Sellanarcestes eos;;GPIT 1871-176.whorl4;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Klug 2002;Emsian;late Emsian;Latanarcestes noeggerathi;Interval 3;14,8;11,5;6,2;7,4;5,2;3,3;0,5;0,42;1,66;1,42;0,37
Klug 2002;Sellanarcestes eos;;GPIT 1871-176.whorl5;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Klug 2002;Emsian;late Emsian;Latanarcestes noeggerathi;Interval 3;11,5;9,3;4,4;5,8;4,3;2,2;0,5;0,38;1,53;1,34;0,49
Klug 2002;Sellanarcestes eos;;GPIT 1871-176.whorl6;Agoniatitida;Anarcestina;Anarcestaceae;Anarcestidae;Anarcestinae;Sellanarcestes;Schindewolf 1933;Klug 2002;Emsian;late Emsian;Latanarcestes noeggerathi;Interval 3;9,3;6,6;2,9;5,2;3,6;2,7;0,56;0,31;1,99;1,43;0,26
